"goingout","gender","age","country","state","X100grandbar","maryjanes","blackjacks","bonkers","bottlecaps","butterfinger","cadburycremeeggs","candycorn","caramellos","chickosticks","chiclets","coffeecrisp","dots","googooclusters","goodplenty","gummybears","heathbar","hersheysdarkchocolate","hersheysmilkchocolate","hersheyskisses","jollyranchers","almondjoy","juniormints","kinderhappyhippo","kitkat","laffytaffy","lemonhead","redlicorice","blacklicorice","lindttruffle","lollipops","mars","maynards","mikeike","milkduds","milkyway","mms","peanutbuttermms","hersheysmintkisses","mrgoodbar","neccowafers","nerds","crunchbar","nowlater","peeps","pixiesticks","reesespeanutbuttercup","reesespieces","reggiejacksonbar","rolos","skittles","americansmarties","europeansmarties","snickers","sourpatchkids","starburst","sweettarts","swedishfish","sweetumsafriendtodiabetes","take5","tictacs","X3musketeers","tolberone","trailmix","twix","yorkpeppermintpatties"
"No","Male",40,"USA","IL","JOY","DESPAIR","DESPAIR","MEH","DESPAIR","JOY","MEH","MEH","MEH","MEH","DESPAIR","MEH","MEH","MEH","DESPAIR","MEH","JOY","DESPAIR","MEH","MEH","DESPAIR","MEH","MEH","DESPAIR","JOY","DESPAIR","MEH","MEH","DESPAIR","MEH","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","JOY","DESPAIR","JOY","DESPAIR","JOY","JOY","DESPAIR","MEH","MEH","JOY","MEH","DESPAIR","JOY","MEH","JOY","MEH","JOY","MEH","MEH","JOY","MEH","MEH","MEH","DESPAIR","MEH","JOY","DESPAIR","JOY","DESPAIR"
"No","Female",46,"USA","UT","MEH","MEH","JOY","MEH","JOY","JOY","MEH","DESPAIR","JOY","JOY","MEH","MEH","MEH","MEH","JOY","MEH","JOY","JOY","JOY","JOY","MEH","DESPAIR","JOY","DESPAIR","JOY","JOY","JOY","MEH","JOY","JOY","MEH","JOY","MEH","JOY","JOY","JOY","JOY","JOY","JOY","JOY","MEH","MEH","JOY","JOY","MEH","MEH","JOY","JOY","MEH","JOY","MEH","MEH","MEH","JOY","MEH","JOY","JOY","JOY","MEH","MEH","JOY","JOY","JOY","MEH","JOY","JOY"
"No","Male",36,"USA","CO","JOY","DESPAIR","MEH","MEH","MEH","JOY","JOY","JOY","JOY","MEH","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","MEH","JOY","JOY","JOY","JOY","MEH","DESPAIR","JOY","JOY","JOY","MEH","MEH","MEH","DESPAIR","JOY","MEH","JOY","MEH","MEH","MEH","JOY","JOY","JOY","JOY","JOY","DESPAIR","MEH","JOY","DESPAIR","MEH","MEH","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","MEH","MEH","MEH","DESPAIR","MEH","JOY","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY"
"No","Male",37,"CANADA","BC","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","MEH","MEH","JOY","JOY","MEH","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","MEH","JOY","DESPAIR","MEH","JOY","JOY","JOY","MEH","JOY","MEH","JOY","MEH","JOY","JOY","JOY","MEH","JOY","JOY","JOY","MEH","JOY","MEH","JOY","JOY","JOY","JOY","MEH","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","MEH","MEH","JOY","JOY","JOY","MEH","JOY","JOY","JOY","JOY","DESPAIR"
"No","Male",57,"USA","PA","MEH","MEH","DESPAIR","MEH","MEH","JOY","JOY","JOY","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","JOY","MEH","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","MEH","MEH","MEH","MEH","JOY","MEH","MEH","MEH","MEH","MEH","JOY","JOY","DESPAIR","JOY","DESPAIR","JOY","MEH","JOY","MEH","DESPAIR","DESPAIR","JOY","JOY","MEH","MEH","JOY","MEH","MEH","DESPAIR","DESPAIR","MEH","MEH","JOY","MEH","MEH","MEH","JOY","MEH","DESPAIR","JOY","JOY"
"No","Male",35,"USA","GA","JOY","DESPAIR","DESPAIR","MEH","MEH","JOY","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","MEH","JOY","MEH","MEH","JOY","JOY","MEH","MEH","MEH","JOY","JOY","JOY","MEH","JOY","MEH","MEH","JOY","JOY","JOY","MEH","MEH","MEH","MEH","MEH","MEH","MEH","JOY","MEH","JOY","MEH","MEH","JOY","MEH","DESPAIR","MEH","JOY","JOY","MEH","MEH","JOY","MEH","MEH","JOY","JOY","JOY","MEH","JOY","JOY","JOY","MEH","MEH","MEH","MEH","JOY","MEH"
"No","Male",50,"USA","ID","MEH","MEH","DESPAIR","DESPAIR","MEH","JOY","MEH","DESPAIR","MEH","MEH","MEH","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","MEH","JOY","MEH","MEH","JOY","DESPAIR","JOY","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","DESPAIR","MEH","JOY"
"Yes","Female",38,"USA","TX","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","JOY","MEH","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","JOY","JOY","JOY","JOY","MEH","DESPAIR","MEH","DESPAIR","JOY","MEH","MEH","MEH","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","JOY","JOY","JOY","JOY","DESPAIR","MEH","MEH","MEH","JOY","MEH","DESPAIR","MEH","JOY","JOY","MEH","JOY","MEH","MEH","MEH","JOY","MEH","MEH","MEH","DESPAIR","DESPAIR","MEH","MEH","JOY","MEH","DESPAIR","JOY","MEH"
"Yes","Female",48,"USA","KS","JOY","MEH","DESPAIR","DESPAIR","MEH","MEH","JOY","DESPAIR","JOY","DESPAIR","JOY","MEH","MEH","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","MEH","DESPAIR","JOY","JOY","JOY","DESPAIR","MEH","MEH","DESPAIR","JOY","JOY","JOY","DESPAIR","MEH","JOY","JOY","JOY","JOY","JOY","MEH","DESPAIR","DESPAIR","MEH","DESPAIR","JOY","JOY","JOY","MEH","MEH","JOY","DESPAIR","MEH","JOY","JOY","DESPAIR","MEH","MEH","JOY","MEH","JOY","MEH","JOY","JOY","DESPAIR","JOY","JOY"
"No","Female",60,"USA","CALIFORNIA","JOY","DESPAIR","MEH","MEH","MEH","MEH","JOY","JOY","JOY","MEH","MEH","DESPAIR","MEH","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","MEH","DESPAIR","JOY","DESPAIR","JOY","MEH","MEH","DESPAIR","JOY","JOY","MEH","JOY","MEH","MEH","JOY","JOY","JOY","JOY","JOY","JOY","JOY","MEH","JOY","MEH","MEH","MEH","MEH","JOY","MEH","JOY","JOY","JOY","MEH","DESPAIR","DESPAIR","MEH","JOY","MEH","MEH","MEH","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY"
"","Male",53,"USA","IL","MEH","DESPAIR","MEH","MEH","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","MEH","DESPAIR","JOY","JOY","JOY","MEH","MEH","DESPAIR","JOY","DESPAIR","MEH","DESPAIR","JOY","MEH","JOY","JOY","DESPAIR","DESPAIR","MEH","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","MEH","JOY","DESPAIR","JOY","JOY","JOY","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","MEH","JOY","JOY","DESPAIR","MEH","JOY"
"Yes","Male",42,"USA","OH","JOY","DESPAIR","MEH","MEH","JOY","JOY","JOY","DESPAIR","JOY","DESPAIR","MEH","JOY","MEH","MEH","MEH","JOY","JOY","JOY","JOY","JOY","JOY","DESPAIR","MEH","MEH","JOY","MEH","JOY","JOY","MEH","JOY","MEH","JOY","MEH","MEH","JOY","MEH","JOY","JOY","MEH","JOY","DESPAIR","JOY","JOY","DESPAIR","MEH","MEH","JOY","JOY","MEH","JOY","JOY","MEH","MEH","JOY","JOY","JOY","JOY","JOY","MEH","JOY","MEH","JOY","MEH","JOY","JOY","MEH"
"No","Male",30,"USA","CALIFORNIA","MEH","MEH","MEH","MEH","MEH","MEH","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","JOY","JOY","JOY","DESPAIR","DESPAIR","MEH","DESPAIR","JOY","MEH","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","MEH","DESPAIR","DESPAIR","JOY","JOY","JOY","JOY","JOY","MEH","DESPAIR","MEH","MEH","MEH","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","MEH","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","DESPAIR"
"No","Male",58,"USA","OR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","DESPAIR","MEH","JOY","MEH","MEH","DESPAIR","MEH","DESPAIR","MEH","JOY","MEH","MEH","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","MEH","MEH","MEH","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","MEH","JOY","MEH","JOY","MEH","JOY","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","MEH","JOY","JOY","JOY","MEH","MEH","JOY","MEH","JOY","DESPAIR","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","MEH"
"No","Male",33,"USA","NC","JOY","DESPAIR","DESPAIR","MEH","MEH","JOY","JOY","JOY","DESPAIR","MEH","DESPAIR","JOY","MEH","MEH","DESPAIR","DESPAIR","JOY","JOY","MEH","MEH","MEH","MEH","JOY","JOY","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","JOY","JOY","JOY","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","MEH","DESPAIR","DESPAIR","JOY","MEH","JOY","JOY","DESPAIR","JOY","MEH","DESPAIR","MEH","DESPAIR","JOY","JOY","JOY","JOY","JOY"
"No","Male",49,"USA","MN","JOY","MEH","MEH","MEH","DESPAIR","JOY","MEH","MEH","JOY","JOY","DESPAIR","JOY","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","MEH","JOY","MEH","JOY","MEH","DESPAIR","MEH","JOY","JOY","DESPAIR","JOY","MEH","MEH","JOY","DESPAIR","JOY","JOY","JOY","MEH","DESPAIR","JOY","JOY","MEH","DESPAIR","DESPAIR","JOY","JOY","MEH","MEH","JOY","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","JOY"
"No","Female",42,"USA","CALIFORNIA","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","MEH","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","JOY","JOY","MEH","MEH","MEH","JOY","DESPAIR","JOY","DESPAIR","JOY","MEH","MEH","MEH","DESPAIR","MEH","MEH","JOY","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","JOY","MEH","MEH","DESPAIR","MEH","MEH","MEH","DESPAIR","MEH","JOY","JOY","MEH","MEH","MEH","MEH","MEH","JOY","JOY","MEH","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","MEH","JOY","JOY"
"Yes","Male",43,"USA","CALIFORNIA","JOY","DESPAIR","DESPAIR","MEH","JOY","MEH","JOY","DESPAIR","JOY","DESPAIR","JOY","MEH","JOY","DESPAIR","MEH","JOY","JOY","MEH","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","JOY","JOY","MEH","JOY","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","JOY","JOY","JOY","MEH","JOY","JOY","JOY","MEH","JOY","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY"
"No","Male",40,"USA","RI","MEH","MEH","MEH","MEH","MEH","JOY","JOY","MEH","JOY","MEH","DESPAIR","MEH","MEH","MEH","MEH","MEH","MEH","JOY","JOY","JOY","MEH","MEH","JOY","MEH","JOY","MEH","MEH","MEH","MEH","MEH","MEH","JOY","MEH","MEH","MEH","JOY","JOY","JOY","JOY","JOY","MEH","JOY","JOY","MEH","MEH","MEH","JOY","JOY","MEH","JOY","JOY","MEH","MEH","JOY","JOY","MEH","MEH","MEH","MEH","MEH","MEH","JOY","JOY","MEH","JOY","JOY"
"No","Female",44,"USA","ID","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","MEH","JOY","MEH","MEH","MEH","DESPAIR","JOY","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","JOY","MEH","MEH","MEH","MEH","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","MEH","MEH","JOY","MEH","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","MEH","JOY"
"No","Female",42,"USA","CA","JOY","DESPAIR","DESPAIR","MEH","JOY","MEH","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","MEH","JOY","MEH","MEH","MEH","JOY","MEH","MEH","MEH","JOY","DESPAIR","JOY","MEH","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","MEH","JOY","MEH","MEH","MEH","JOY","DESPAIR","MEH","MEH","JOY","MEH","JOY","DESPAIR","DESPAIR","JOY","MEH","MEH","MEH","JOY","MEH","MEH","JOY","JOY","MEH","MEH","JOY","MEH","JOY","DESPAIR","DESPAIR","JOY","MEH","JOY","JOY"
"No","Female",36,"USA","MN","JOY","DESPAIR","MEH","MEH","JOY","MEH","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","MEH","JOY","JOY","JOY","MEH","MEH","DESPAIR","DESPAIR","JOY","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","JOY","MEH","JOY","MEH","MEH","DESPAIR","MEH","MEH","MEH","MEH","MEH","DESPAIR","MEH","JOY","JOY","MEH","JOY","JOY","MEH","MEH","MEH","MEH","JOY","MEH","JOY","MEH","JOY","DESPAIR","JOY","MEH","DESPAIR","JOY","JOY"
"No","Female",40,"USA","MO","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","JOY","DESPAIR","JOY","DESPAIR","MEH","DESPAIR","MEH","MEH","MEH","MEH","JOY","JOY","JOY","JOY","MEH","DESPAIR","JOY","MEH","MEH","MEH","MEH","MEH","MEH","JOY","MEH","JOY","DESPAIR","MEH","MEH","JOY","JOY","JOY","JOY","MEH","DESPAIR","MEH","JOY","MEH","JOY","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","MEH","DESPAIR","JOY","MEH","MEH","DESPAIR","JOY","JOY","JOY","JOY","JOY"
"No","Male",41,"USA","WA","JOY","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","MEH","JOY","JOY","DESPAIR","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","MEH","DESPAIR","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","MEH","MEH","MEH","MEH","MEH","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","MEH","JOY","MEH","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","MEH","JOY","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","JOY","JOY"
"No","Male",49,"USA","AZ","MEH","DESPAIR","MEH","MEH","MEH","DESPAIR","JOY","MEH","MEH","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","JOY","MEH","MEH","JOY","MEH","JOY","DESPAIR","JOY","DESPAIR","JOY","MEH","JOY","JOY","MEH","MEH","MEH","MEH","MEH","MEH","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","MEH","MEH","DESPAIR","MEH","MEH","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","JOY","JOY"
"No","Female",21,"USA","PA","JOY","MEH","MEH","MEH","DESPAIR","JOY","DESPAIR","JOY","MEH","MEH","JOY","MEH","JOY","JOY","JOY","MEH","JOY","JOY","JOY","JOY","JOY","MEH","JOY","MEH","JOY","JOY","JOY","JOY","DESPAIR","JOY","MEH","JOY","JOY","MEH","JOY","JOY","JOY","JOY","JOY","MEH","JOY","MEH","JOY","JOY","DESPAIR","JOY","JOY","JOY","MEH","JOY","JOY","JOY","MEH","JOY","JOY","JOY","MEH","MEH","JOY","JOY","MEH","JOY","JOY","DESPAIR","MEH","JOY"
"No","Male",32,"USA","TX","MEH","DESPAIR","DESPAIR","MEH","MEH","MEH","MEH","JOY","JOY","MEH","DESPAIR","JOY","MEH","DESPAIR","DESPAIR","MEH","JOY","MEH","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","MEH","JOY","MEH","MEH","DESPAIR","DESPAIR","JOY","DESPAIR","MEH","DESPAIR","DESPAIR","JOY","MEH","DESPAIR","MEH","MEH","JOY","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","MEH","JOY","JOY","DESPAIR","MEH","MEH","MEH","DESPAIR","JOY","MEH","MEH","MEH","MEH","DESPAIR","MEH","DESPAIR","MEH","JOY","MEH","JOY","MEH"
"No","Male",38,"USA","OH","DESPAIR","DESPAIR","MEH","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","JOY","JOY","JOY","MEH","DESPAIR","JOY","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","JOY","DESPAIR","MEH","MEH","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","MEH","DESPAIR","JOY","JOY"
"No","Female",29,"USA","AZ","JOY","MEH","MEH","MEH","MEH","JOY","JOY","JOY","JOY","MEH","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","JOY","MEH","JOY","JOY","JOY","MEH","MEH","MEH","JOY","JOY","JOY","MEH","JOY","DESPAIR","JOY","MEH","JOY","MEH","JOY","JOY","JOY","JOY","JOY","JOY","MEH","MEH","JOY","JOY","JOY","JOY","MEH","JOY","JOY","MEH","JOY","MEH","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","JOY","MEH","JOY","MEH","JOY","JOY","MEH","JOY","JOY"
"No","Female",60,"USA","IN","MEH","MEH","DESPAIR","MEH","DESPAIR","JOY","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","MEH","MEH","JOY","JOY","MEH","MEH","MEH","DESPAIR","JOY","DESPAIR","MEH","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","MEH","MEH","MEH","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","MEH","MEH","MEH","DESPAIR","MEH","DESPAIR","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","MEH","JOY"
"No","Female",48,"USA","IN","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","JOY","MEH","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","JOY","JOY","JOY","MEH"
"Yes","Female",56,"USA","ID","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","JOY","JOY","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","MEH","JOY","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","MEH","DESPAIR","DESPAIR","MEH","JOY","MEH","MEH","MEH","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","JOY","JOY","DESPAIR","MEH","MEH","JOY","MEH","JOY","DESPAIR","MEH","MEH","JOY","MEH","DESPAIR","MEH","DESPAIR","JOY","JOY","JOY","JOY"
"No","Male",41,"USA","CALIFORNIA","MEH","DESPAIR","DESPAIR","MEH","MEH","JOY","JOY","MEH","MEH","JOY","JOY","MEH","MEH","JOY","DESPAIR","MEH","JOY","JOY","MEH","MEH","MEH","DESPAIR","JOY","DESPAIR","MEH","DESPAIR","MEH","JOY","DESPAIR","JOY","MEH","MEH","MEH","JOY","DESPAIR","MEH","MEH","JOY","MEH","MEH","JOY","MEH","JOY","DESPAIR","JOY","MEH","JOY","JOY","MEH","MEH","MEH","DESPAIR","JOY","JOY","JOY","JOY","MEH","MEH","JOY","MEH","DESPAIR","JOY","MEH","DESPAIR","JOY","MEH"
"No","Female",45,"USA","NH","JOY","MEH","JOY","MEH","JOY","JOY","JOY","MEH","JOY","JOY","MEH","JOY","JOY","MEH","JOY","JOY","JOY","JOY","JOY","JOY","MEH","MEH","JOY","JOY","JOY","MEH","JOY","JOY","JOY","JOY","JOY","JOY","MEH","JOY","JOY","MEH","JOY","JOY","MEH","JOY","JOY","MEH","JOY","MEH","MEH","MEH","JOY","JOY","JOY","JOY","MEH","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY"
"No","Female",36,"USA","MT","MEH","DESPAIR","MEH","MEH","MEH","JOY","JOY","MEH","JOY","JOY","MEH","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","DESPAIR","MEH","JOY","JOY","JOY","JOY","JOY","JOY","JOY","MEH","JOY","MEH","MEH","JOY","JOY","MEH","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","MEH","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","DESPAIR","JOY","MEH","JOY","JOY","JOY","JOY","MEH","JOY","JOY"
"No","Male",36,"USA","WA","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","JOY","JOY","JOY","DESPAIR","MEH","MEH","JOY","JOY","MEH","JOY","JOY","DESPAIR","MEH","MEH","DESPAIR","JOY","DESPAIR","MEH","MEH","JOY","MEH","JOY","JOY","MEH","MEH","JOY","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","MEH","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","MEH","JOY"
"No","Female",35,"USA","CA","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","MEH","MEH","JOY","MEH","MEH","MEH","MEH","MEH","MEH","JOY","JOY","JOY","MEH","MEH","MEH","MEH","MEH","MEH","DESPAIR","MEH","MEH","MEH","JOY","MEH","MEH","JOY","DESPAIR","JOY","JOY","MEH","JOY","DESPAIR","JOY","MEH","DESPAIR","JOY","MEH","DESPAIR","DESPAIR","JOY","MEH","MEH","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","MEH","MEH","DESPAIR","JOY","JOY"
"No","Male",50,"USA","KS","JOY","DESPAIR","MEH","MEH","MEH","JOY","DESPAIR","MEH","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","MEH","MEH","JOY","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","MEH","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY"
"Yes","Female",24,"CANADA","BC","MEH","DESPAIR","DESPAIR","JOY","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","JOY","JOY","MEH","MEH","JOY","MEH","DESPAIR","JOY","JOY","JOY","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","MEH","JOY","DESPAIR","MEH","JOY","JOY","DESPAIR","MEH","JOY","MEH","JOY","MEH","JOY","JOY","JOY","JOY","JOY","JOY","MEH","DESPAIR","JOY","JOY","JOY","MEH","JOY","MEH","MEH","JOY"
"No","Female",31,"USA","MI","DESPAIR","DESPAIR","MEH","MEH","MEH","DESPAIR","MEH","JOY","JOY","MEH","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","JOY","JOY","JOY","MEH","JOY","MEH","JOY","JOY","JOY","MEH","DESPAIR","MEH","JOY","MEH","MEH","DESPAIR","JOY","JOY","JOY","DESPAIR","MEH","DESPAIR","DESPAIR","JOY","MEH","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","MEH","JOY","JOY","JOY","MEH","DESPAIR","MEH","JOY","MEH","DESPAIR","MEH","MEH","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY"
